,Video Name,Length,Average Band Energy,Avg Intensity,Max Intensity,Mean Intensity,Range Intensity,SD Intensity,Avg Pitch,Max Pitch,Mean Pitch,Range Pitch,SD Pitch,Mean F1,Mean F2,Mean F3,Mean B1,Mean B2,Mean B3,SD F1,SD F2,SD F3,Mean F2/F1,Mean F3/F1,SD F2/F1,SD F3/F1
0,fb-high-3.mp3,3.06827664399093,0.00010187613932880527,50.2538828727608,54.437582703376705,25.46783898650718,28.969743716869527,2.6041588981460526,,,,,,1103.0333280074979,2363.4129292980756,3475.9798121958406,780.6862546690073,1032.5927427891504,808.6898284566806,227.88804814790186,348.64956614308846,348.5103314132927,2.2182172785302074,3.3093391563985324,0.5498550648008772,1.0729761481354088
1,fb-high-2.mp3,3.0421541950113378,0.001014257217024661,60.27074727650544,64.30261278521955,54.588443327072234,9.714169458147317,1.8806486912534,,,,,,1103.454643361024,2370.5395697541626,3487.150269849049,774.9989438267647,1030.0912347988683,812.1549068459403,218.85387724634933,333.6230365554427,344.3065705807464,2.227878342746688,3.313565133424464,0.5878391751105632,1.087528607217084
2,fb-high.mp3,3.0421541950113378,0.18844144773386204,82.96025390178553,87.11175671756925,77.26639028351735,9.845366434051897,1.877812216471943,,,,,,1107.6189549074938,2376.4941154165417,3497.64810556245,759.486973194386,1014.9449320172098,801.4903258278165,221.89156481109757,339.8918338630585,357.0909881416495,2.2116158756168423,3.287783868915221,0.4812365780354088,0.8928323400532635
3,fb_high-4.mp3,3.0421541950113378,5.075896027221031e-06,37.264206672826454,41.35257326051773,31.56007648928023,9.792496771237499,1.880569798960624,,,,,,1095.6735255814513,2369.9699683438116,3484.772872508153,780.453226948356,1001.6764855846412,833.4666174998233,224.98052837297197,335.67970634592217,351.39221016555564,2.247332518661985,3.348585706474122,0.6047138325090522,1.142480825408074
4,fb-high-1.mp3,3.0421541950113378,0.016077441863286298,72.26993260722092,76.26302517137897,66.56956755367193,9.69345761770704,1.879547823526841,,,,,,1102.6890206462222,2373.6110185297293,3485.9434967086804,770.7219564073667,1016.805495576167,841.8102504122032,221.65491084417363,338.3928581814348,345.1049931526503,2.2283322054715087,3.3178276339851145,0.5373598065869238,1.083090295115036
